Podv40_demont,172.19.133.5,DES-3526_OTU
Podv_48k2,172.19.209.20,DES-3526_OTU
Podv_50k3,172.19.209.4,DES-3526_OTU
Polev19,172.19.219.23,DGS-1100-06/ME_OTU
Polev27,172.19.219.21,DES-3010G_OTU
Polevaya25,172.19.219.20,DGS-3200-10_OTU
Polevaya2\30-11p,172.19.219.22,DES-3010G_OTU
Polevaya2\30-14p,172.19.219.25,DES-3526_OTU
Polevaya2\30_sw1_4p,172.19.219.18,DES-3528_OTU
Polevaya2\30_sw2_17p,172.19.219.19,DES-3528_OTU
Push11_p1,172.19.250.228,DES-3028_OTU
Push17_172.19.250.205,172.19.250.205,DES-3028_OTU
Push41_p1,172.19.250.133,DES-3528_OTU
Push42 172.20.250.197,172.20.250.197,DES-3028_OTU
Push44 172.20.250.195,172.20.250.195,DES-3028_OTU
Push8,172.21.250.4,DES-3526_OTU
Radiouzel_172.19.250.238,172.19.250.238,DES-3526_OTU
Radishcheva 24 172.25.1.252,172.25.1.252,DGS-1100-06/ME_OTU
Radisheva16 172.19.250.163,172.19.250.163,DES-3028_OTU
Sapernaya 4,172.19.250.174,DES-3028_OTU
Sapernaya 8 172.19.250.180,172.19.250.180,DES-3028_OTU
Sapernaya_10_p4,172.19.250.173,DES-3526_OTU
Sedova19,172.19.201.7,DES-3200-10_OTU
Seminarskiy 172.23.235.46,172.23.235.46,DGS-3200-10_OTU
Serdobolskaya32,172.22.54.3,DES-3552_OTU
Serebristy_18_k3,172.22.249.6,DES-3010G_OTU
Shishk14 172.20.250.117,172.20.250.117,DES-3028_OTU
Shishk20 172.20.250.125,172.20.250.125,DES-3028_OTU
Shishk22 172.20.250.202,172.20.250.202,DES-3028_OTU
Shishk22_2 172.19.250.18,172.19.250.18,DES-3028_OTU
Shishk24 172.20.250.124,172.20.250.124,DES-3028_OTU
Shishk30 172.20.250.116,172.20.250.116,DES-3028_OTU
Shk23_k1_15par,172.19.250.3,DES-3526_OTU
Shk23_k2_12par,172.19.250.35,DES-3028_OTU
Shk23_k2_12par_sw2,172.19.250.45,DES-3526_OTU
Shk23_k2_13par,172.19.250.47,DES-3010G_OTU
Shk23_k3_9par,172.19.250.74,DES-3528_OTU
Shk23_k3_p1,172.19.250.71,DES-3028_OTU
Shk23_k3_p4,172.19.250.67,DES-3052_OTU
Shk29_p4,172.20.250.2,DES-3526_OTU
Shk31_p2,172.19.250.195,DES-3028_OTU
Shk39_7p,172.19.250.14,DES-3010G_OTU
Shk39_p4,172.19.250.10,DES-3028_OTU
Shk3_p1,172.19.250.105,DGS-1100-06/ME_OTU
Shk43_p5,172.20.250.4,DES-3028_OTU
Shk45_p3,172.20.250.132,DES-3028_OTU
Shk51_p3,172.20.250.12,DES-3528_OTU
Shk57_p3,172.20.250.20,DES-3028_OTU
Shk61_p3,172.20.250.133,DES-3028_OTU
Shk63_p3,172.20.250.5,DES-3052_OTU
Shkolnaya14,172.19.219.24,DGS-1100-06/ME_OTU
Solid13,172.19.133.7,DES-3526_OTU
Solid13/2_DEMONTIROVAN,172.19.133.9,DES-3526_OTU
Solid15_DEMONTIROVAT,172.19.133.8,DES-3526_OTU
Solid21,172.19.133.6,DES-3526_OTU
Solid_10k2,172.19.209.5,DGS-1210-20/ME_OTU
Sovetskaya18a,172.19.250.189,DES-3526_OTU
Spec-PCH,172.22.54.2,DES-3010G_OTU
Srednaya_44 172.19.250.162,172.19.250.162,DES-3028_OTU
Sredneoht_22,172.19.235.19,DES-3200-28_OTU
Stremyannaya_19,172.23.235.21,DES-3010G_OTU
Svet34-2p_(.21),172.19.150.21,DES-3526_OTU
Svet36(.20),172.19.150.20,DES-3528_OTU
Svet38(.58),172.19.150.58,DES-3526_OTU
Svet40_2_4p(.63),172.19.150.63,DES-3028_OTU
Svet40_2p(.61),172.19.150.61,DES-3052_OTU
Svet46_1_3p .35,172.19.150.35,DES-3526_OTU
Svet46_6p .38,172.19.150.38,DES-3526_OTU
Svet46_9p(.37),172.19.150.37,DES-3526_OTU
Svet48/19 .45,172.19.150.45,DES-3028_OTU
Svet69_1.41,172.19.150.41,DES-3028_OTU
Svet69_1.42(STAROVEROV_VOR),172.19.150.42,DES-3028_OTU
Svet69_1.43,172.19.150.43,DES-3526_OTU
